,sent_id,text,Source,Target,Polar_expression,Polarity,Target_matching
1624,737999:3,Atmosphere is nice and relaxed too...,,Atmosphere,relaxed too...,Positive,True
1625,737999:3,Atmosphere is nice and relaxed too...,,Atmosphere,nice,Positive,True
1626,737999:4,A great place to meet up for some food and drinks...,,place,great,Positive,True
1627,737999:5,Yakitori (bbq meats) is tasty too.,,Yakitori (bbq meats),tasty too.,Positive,True
1628,737999:6,"It's also attached to Angel's Share, which is a cool, more romantic bar...",,,,,False
1629,740923:0,Just moved to the neighborhood and we've been trying all the West Village Sushi restaurants.,,neighborhood,moved,Positive,False
1630,740923:1,"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",,staff,unfriendly,Positive,True
1631,740923:2,Price and quality of fish alone will keep us from making a return visit.,,,,,False
1632,740923:3,Wasn't going to share but I feel obligated...while sitting at the sushi bar dining we watched the chef accidentally drop a piece of Unagi on the floor and upon retrieving it from the floor proceed to use the piece in the delivery order he was preparing.,,,,,False
1633,740923:4,No thanks!!!,,,No thanks!!!,Negative,False
1634,744478:0,"This place, which is only a few months old, is perhaps Queens' biggest secret!",,,,,False
1635,744478:1,"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",,"staff,",friendly,Positive,True
1636,744478:1,"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",,decor,Fabulous,Positive,True
1637,744478:1,"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",,"food, cheaply-priced,",good,Positive,True
1638,746254:0,We were seated outside and the waiter spilled red wine and hot tea on myself and my date.,We,wine,outside,Positive,False
1639,746254:1,We were then shooed inside.,,,,,False
1640,746254:2,"One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.",,,,,False
1641,746254:3,"We left, never to return.",We,,never to return.,Positive,False
1642,746254:4,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",,,,,False
1643,751493:0,I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,,,disappointed,Positive,False
1644,751493:0,I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,,the food,side.,Positive,True
1645,751493:0,I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,,the food,overated,Positive,True
1646,751493:1,If you are in the area try The Bagel Shoppe on 74th street which is 3 blocks away on 2nd Ave.,,,,,False
1647,751493:2,"Great bagels, spreads and a good place to hang out in.",,"bagels, spreads",Great,Positive,False
1648,751493:2,"Great bagels, spreads and a good place to hang out in.",,place,good,Positive,False
1649,754495:0,You fellas above says its the best Taiwanese restaurant in town.,,,best,Positive,False
1650,754495:1,However it is the ONLY Taiwanese restaurant in town.,,restaurant,the ONLY Taiwanese,Positive,False
1651,754495:2,The food is okay and the prices here are mediocre.,,The food,okay,Positive,True
1652,754495:2,The food is okay and the prices here are mediocre.,,the prices,mediocre.,Positive,False
1653,754495:3,You can't say its cheap because food is cheaper in Chinatown.,,food,cheaper,Positive,False
1654,754495:3,You can't say its cheap because food is cheaper in Chinatown.,,its,cheap,Positive,False
1655,754495:4,"They're are better Taiwanese restaurants and they are located in Flushing, Queens.",,,better Taiwanese restaurants,Positive,False
1656,757762:0,Baluchi's has solid food and a nice decor at reasonable prices.,,food,solid,Positive,True
1657,757762:0,Baluchi's has solid food and a nice decor at reasonable prices.,,decor,nice,Positive,True
1658,757762:1,The only problem is that the manager is a complete incompetent.,,the manager,a complete incompetent.,Negative,True
1659,757762:2,He offers subpar service and has no personality.,,service,offers,Positive,True
1660,757762:3,"In fact, it appears he is going to go postal at any moment.",,,,,False
1661,757762:4,Skip this location and go to the one in Soho.,,this location,Skip,Positive,False
1662,757762:5,There is no excuse for such lousy service!,,excuse,There is no,Negative,False
1663,757762:5,There is no excuse for such lousy service!,,lousy service!,There is no,Negative,True
1664,758263:0,I have never before eaten 40 pieces of relatively good nigiri.,,,,,False
1665,758263:1,Stuffing yourself with Japanese food is a rare thing.,,,rare,Negative,False
1666,758263:2,You can do it here.,,,,,False
1667,758263:3,$20 for all you can eat sushi cannot be beaten.,,,,,False
1668,759781:0,"I went to Areo on a Sunday afternoon with four of my girlfriends, and spent three enjoyable hours there.",,,,,False
1669,759781:1,"The restaurant was packed at first, so we waited at the bar for about 20 minutes before we were seated.",,The restaurant,"at first,",Negative,False
1670,759781:2,"Most of the servers are very attentive, friendly and quite attractive.",,Most of the servers,"very attentive, friendly",Positive,True
1671,759781:2,"Most of the servers are very attentive, friendly and quite attractive.",,Most of the servers,quite attractive.,Positive,True
1672,759781:3,"The atmosphere was mostly of an older crowd, but there were a few groups of mid 20's/30 year olds also.",,,there were,Negative,False
1673,759781:3,"The atmosphere was mostly of an older crowd, but there were a few groups of mid 20's/30 year olds also.",,The atmosphere,"an older crowd,",Negative,False
1674,759781:4,"The vibe is very relaxed and cozy, service was great and the food was excellent!",,the food,excellent!,Positive,True
1675,759781:4,"The vibe is very relaxed and cozy, service was great and the food was excellent!",,"cozy, service",great,Positive,True
1676,759781:4,"The vibe is very relaxed and cozy, service was great and the food was excellent!",,The vibe,very relaxed,Positive,True
1677,759781:5,Me and my girls will definitely go back.,Me,my girls,definitely go back.,Positive,False
1678,773720:0,Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.,,the view of the new york city skiline,terrific,Positive,True
1679,773720:0,Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.,,Food,good,Positive,True
1680,773720:1,I would highly recommand requesting a table by the window.,,,,,False
1681,773720:2,Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,,the service,good,Positive,True
1682,773720:2,Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,,,very relaxing,Positive,False
1683,773720:2,Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,,place,to eat.,Positive,True
1684,872763:0,"I've eaten at Pizza Gruppo a few times, but more often I order delivery.",,,,,False
1685,872763:1,The food is great.,,The food,great.,Positive,True
1686,872763:2,Personal pans are the perfect size for those hungry nights.,,,,,False
1687,872763:3,I heartily recommend.,I,,recommend.,Positive,False
1688,872763:4,There is a downside if you're ordering in -- the delivery guys have MAJOR attitude.,,a downside,There is,Positive,False
1689,872763:5,Never have I had such dramatic delivery guys (a lot of huffing and panting and muttering under breath b/c I live in a walkup) who always seem disappointed with their tips.,,,,,False
1690,872763:6,"Hey, I think $2+ for a 5 block walk ain't bad.",,,,,False
1691,875139:0,"Love the scene first off- the place has a character and nice light to it..very fortunate, location wise.",,place,character,Positive,True
1692,875139:0,"Love the scene first off- the place has a character and nice light to it..very fortunate, location wise.",,location,nice,Positive,True
1693,875139:0,"Love the scene first off- the place has a character and nice light to it..very fortunate, location wise.",,location,"fortunate,",Positive,True
1694,875139:1,The pizza was pretty good and huge.,,The pizza,pretty good,Positive,True
1695,875139:1,The pizza was pretty good and huge.,,The pizza,huge.,Positive,True
1696,875139:2,The price very reasonable.,,The price,very reasonable.,Positive,False
1697,875139:3,We were 4 and got the family size penne a la vodka which was tremendously gigantic portion...a bucket of food literally.,,,,,False
1698,875139:4,We got most of it back at home with us.,,,,,False
1699,875139:5,I would say that all was fine and tasty but the heaviness on my stomach someting that i can't not mention or undermine.,,all,fine,Positive,False
